,0
555,-0.1223221
556,-0.105931595
557,-0.071279265
558,-0.012865655
559,0.023007173
560,0.010128118
561,-0.013419457
562,-0.0207548
563,-0.031158186
564,-0.033908624
565,-0.030015873
566,-0.021000674
567,-0.0062995777
568,0.009741381
569,0.031176765
570,0.04004363
571,0.05449301
572,0.03969248
573,0.016394503
574,-0.013213544
575,-0.042641535
576,-0.08920432
577,-0.10767985
578,-0.12659186
579,-0.13097532
580,-0.12726626
581,-0.10353503
582,-0.06319846
583,-0.031837657
584,-0.038775682
585,-0.047234666
586,-0.04757528
587,-0.049223647
588,-0.051804572
589,-0.04889278
590,-0.04565003
591,-0.045105614
592,-0.038320538
593,-0.018069956
594,0.007408738
595,0.03166236
596,0.017860774
597,7.017143e-05
598,-0.021238498
599,-0.0441132
600,-0.08220734
601,-0.09345898
602,-0.10079308
603,-0.092480615
604,-0.069821976
605,-0.027384687
606,0.037018992
607,0.08093855
608,0.071347564
609,0.051443275
610,0.043140016
611,0.023980878
612,0.0012380136
613,-0.014061566
614,-0.024876965
615,-0.030478396
616,-0.024983741
617,-0.0044028684
618,0.025120653
619,0.06054669
620,0.056189258
621,0.046295602
622,0.029749637
623,0.005753694
624,-0.033176877
625,-0.029439619
626,-0.03582605
627,-0.025918987
628,8.5223466e-05
629,0.043380767
630,0.098000444
631,0.13223419
632,0.10962845
633,0.0903406
634,0.08105467
635,0.056675933
636,0.027987458
637,0.011241413
638,0.00445929
639,0.01080434
640,0.024934765
641,0.054636218
642,0.08375733
643,0.09938249
644,0.0776162
645,0.055673297
646,0.0363982
647,0.014625143
648,-0.016781945
649,-0.030985646
650,-0.036847886
651,-0.031450875
652,-0.018043425
653,-0.0005281884
654,0.014805954
655,0.040635522
656,0.060445275
657,0.062439907
658,0.056232326
659,0.04027481
660,0.014880775
661,-0.013372534
662,-0.034648992
663,-0.03979508
664,-0.040605526
665,-0.025542412
666,0.00140398
667,0.024826173
668,0.02878365
669,0.020806782
670,0.013040725
671,0.0052883625
672,-0.012843024
673,-0.013866104
674,-0.019383239
675,-0.007693153
676,0.006216634
677,0.028872363
678,0.04849802
679,0.07396318
680,0.083994776
681,0.06883092
682,0.03785188
683,0.005862875
684,-0.023272393
685,-0.04467685
686,-0.05321051
687,-0.055670474
688,-0.053496256
689,-0.03342198
690,-0.00854332
691,0.0152633265
692,0.016117003
693,-0.000628829
694,-0.01904679
695,-0.036454435
696,-0.07451612
697,-0.07201794
698,-0.081591606
699,-0.06599896
700,-0.04340993
701,0.0018598083
702,0.069641605
703,0.10611081
704,0.085614555
705,0.05732312
706,0.027873736
707,-0.000116580166
708,-0.023046596
709,-0.03241568
710,-0.027146159
711,-0.023480382
712,-0.013764225
713,0.0057247803
714,0.019624904
715,0.027315043
716,0.023502998
717,-0.0033816695
718,-0.03286393
719,-0.0536466
720,-0.09833039
721,-0.10129964
722,-0.116460875
723,-0.10580653
724,-0.08289867
725,-0.040148273
726,0.024446312
727,0.06536125
728,0.053146105
729,0.031290688
730,0.0071248002
731,-0.015271034
732,-0.02861757
733,-0.03257534
734,-0.03270761
735,-0.027411338
736,-0.015956704
737,0.0001245439
738,0.0125640035
739,0.02129504
740,0.015772738
741,-0.009273708
742,-0.038463503
743,-0.06311673
744,-0.11111012
745,-0.09148128
746,-0.11000793
747,-0.10304668
748,-0.08440378
749,-0.051666547
750,0.0024457844
751,0.033530805
752,0.023313576
753,0.017155409
754,0.013563242
755,0.005291898
756,-0.0011906568
757,0.002514284
758,0.0105180405
759,0.02022741
760,0.03193683
761,0.046153575
762,0.054776773
763,0.06089163
764,0.053357176
765,0.022306278
766,-0.007839754
767,-0.03082683
768,-0.08596042
769,-0.08969322
770,-0.113616064
771,-0.109450184
772,-0.09667814
773,-0.06728506
774,-0.013904575
775,0.015682114
776,0.009796148
777,0.014105305
778,0.019442283
779,0.02344951
780,0.023618866
781,0.0203395
782,0.017697994
783,0.015211143
784,0.01701136
785,0.034941956
786,0.058299378
787,0.075365044
788,0.07358228
789,0.051103264
790,0.022313304
791,0.0003445521
792,-0.053988747
793,-0.048549145
794,-0.059276897
795,-0.04871593
796,-0.027686143
797,0.011886982
798,0.06797896
799,0.09706092
800,0.07958086
801,0.07682869
802,0.08029971
803,0.08467533
804,0.085100204
805,0.07964815
806,0.07533353
807,0.07284685
808,0.07916508
809,0.09841432
810,0.11948174
811,0.12748048
812,0.11075179
813,0.08322783
814,0.054227993
815,0.031938672
816,-0.004369002
817,-0.016617715
818,-0.031985976
819,-0.03206479
820,-0.027004424
821,-0.0071063414
822,0.010203179
823,0.031008031
824,0.046709344
825,0.055605974
826,0.053925198
827,0.058793265
828,0.069403395
829,0.063237295
830,0.058558203
831,0.052876037
832,0.049210183
833,0.060552634
834,0.07396735
835,0.080414325
836,0.06318665
837,0.04224981
838,0.013036657
839,-0.0018814579
840,-0.039057944
841,-0.05000641
842,-0.0716636
843,-0.0742293
844,-0.074026026
845,-0.06238538
846,-0.04430437
847,-0.030966666
848,-0.014685625
849,-0.0047931504
850,0.005498031
851,0.01308867
852,0.013005698
853,0.001709722
854,-0.0024222955
855,-0.0026357323
856,0.000826288
857,0.004122615
858,0.006594803
859,0.011193341
860,0.009237323
861,-0.0037251571
862,-0.02384937
863,-0.03089165
864,-0.09129425
865,-0.095602706
866,-0.12500392
867,-0.12130737
868,-0.10428672
869,-0.07482406
870,-0.025100969
871,-0.001288183
872,0.0026458576
873,0.011547249
874,0.027269589
875,0.03771905
876,0.04631974
877,0.054919556
878,0.05806487
879,0.053034782
880,0.052145556
881,0.05237115
882,0.056979157
883,0.0748839
884,0.07884979
885,0.053199597
886,0.01581978
887,-0.012595214
888,-0.07590891
889,-0.08112487
890,-0.103832304
891,-0.099572815
892,-0.08798295
893,-0.059133917
894,-0.017879765
895,0.007453448
896,0.007519688
897,0.013735472
898,0.029769516
899,0.05173078
